Date,Price,Open,High,Low,Vol.,Change %
"Aug 07, 2003","3,138.60","3,133.30","3,150.00","3,133.30",479.92M,0.16%
"Aug 06, 2003","3,133.50","3,136.20","3,136.20","3,120.10",392.00M,-0.12%
"Aug 05, 2003","3,137.40","3,131.00","3,143.60","3,122.00",381.02M,0.27%
"Aug 04, 2003","3,128.90","3,138.10","3,138.10","3,120.40",147.21M,-0.36%
"Aug 01, 2003","3,140.30","3,128.00","3,141.60","3,127.30",357.52M,0.58%
"Jul 31, 2003","3,122.30","3,092.20","3,131.80","3,092.20",521.64M,1.01%
"Jul 30, 2003","3,091.20","3,104.80","3,105.10","3,083.50",439.53M,-0.53%
"Jul 29, 2003","3,107.80","3,119.60","3,119.80","3,101.10",482.15M,-0.37%
"Jul 28, 2003","3,119.40","3,100.80","3,124.00","3,100.80",372.31M,0.67%
"Jul 25, 2003","3,098.60","3,094.10","3,102.40","3,081.10",499.68M,0.26%
"Jul 24, 2003","3,090.70","3,086.50","3,092.30","3,082.40",397.33M,0.17%
"Jul 23, 2003","3,085.50","3,068.70","3,087.70","3,068.50",396.54M,0.62%
"Jul 22, 2003","3,066.50","3,085.70","3,085.70","3,058.90",330.27M,-0.73%
"Jul 21, 2003","3,089.00","3,086.60","3,102.60","3,086.60",275.50M,0.18%
"Jul 18, 2003","3,083.60","3,088.00","3,088.00","3,074.70",345.18M,-0.14%
"Jul 17, 2003","3,088.00","3,095.30","3,095.30","3,073.30",417.67M,-0.24%
"Jul 16, 2003","3,095.30","3,081.90","3,095.30","3,071.20",473.33M,0.43%
"Jul 15, 2003","3,081.90","3,074.00","3,087.20","3,074.00",430.17M,0.26%
"Jul 14, 2003","3,074.00","3,043.80","3,079.00","3,043.70",278.58M,0.99%
"Jul 11, 2003","3,043.80","3,042.80","3,044.90","3,024.80",435.66M,0.03%
"Jul 10, 2003","3,042.80","3,029.10","3,053.50","3,022.40",-,0.45%
"Jul 09, 2003","3,029.10","3,035.80","3,036.80","3,021.50",-,-0.22%
"Jul 08, 2003","3,035.80","3,032.10","3,063.70","3,030.90",-,0.12%
"Jul 07, 2003","3,032.10","3,028.40","3,039.50","3,028.40",-,0.12%
"Jul 04, 2003","3,028.40","3,044.80","3,044.80","3,018.20",-,-0.54%
"Jul 03, 2003","3,044.80","3,031.90","3,051.60","3,031.90",-,0.43%
"Jul 02, 2003","3,031.90","3,038.60","3,038.70","3,023.30",-,-0.22%
"Jul 01, 2003","3,038.60","3,026.90","3,039.80","3,003.80",-,0.39%
"Jun 30, 2003","3,026.90","3,048.80","3,052.10","3,025.80",-,-0.72%
"Jun 27, 2003","3,048.80","3,028.30","3,048.80","3,024.60",-,0.68%
"Jun 26, 2003","3,028.30","3,065.70","3,065.70","3,022.00",-,-1.22%
"Jun 25, 2003","3,065.70","3,068.80","3,073.00","3,060.30",-,-0.10%
"Jun 24, 2003","3,068.80","3,092.10","3,092.10","3,067.50",-,-0.75%
"Jun 23, 2003","3,092.10","3,089.50","3,107.30","3,087.90",-,0.08%
"Jun 20, 2003","3,089.50","3,104.00","3,104.00","3,084.30",-,-0.47%
"Jun 19, 2003","3,104.00","3,090.20","3,104.00","3,090.20",-,0.45%
"Jun 18, 2003","3,090.20","3,112.30","3,112.30","3,087.50",-,-0.71%
"Jun 17, 2003","3,112.30","3,090.10","3,124.60","3,090.10",-,0.72%
"Jun 16, 2003","3,090.10","3,087.60","3,090.10","3,070.80",-,0.08%
"Jun 13, 2003","3,087.60","3,084.80","3,092.90","3,077.10",-,0.09%
"Jun 12, 2003","3,084.80","3,070.30","3,087.10","3,070.30",-,0.47%
"Jun 11, 2003","3,070.30","3,055.20","3,079.00","3,055.20",-,0.49%
"Jun 10, 2003","3,055.20","3,048.90","3,055.30","3,040.20",-,0.21%
"Jun 06, 2003","3,048.90","3,040.30","3,048.90","3,020.10",-,0.28%
"Jun 05, 2003","3,040.30","3,032.70","3,056.60","3,032.70",-,0.25%
"Jun 04, 2003","3,032.70","3,026.80","3,039.40","3,025.80",-,0.19%
"Jun 03, 2003","3,026.80","3,038.40","3,046.80","3,026.80",-,-0.38%
"Jun 02, 2003","3,038.40","3,011.00","3,044.80","3,011.00",-,0.91%
"May 30, 2003","3,011.00","3,016.00","3,026.10","3,007.70",-,-0.17%
"May 29, 2003","3,016.00","3,008.70","3,021.90","3,008.70",-,0.24%
"May 28, 2003","3,008.70","2,982.90","3,015.50","2,982.90",-,0.86%
"May 27, 2003","2,982.90","2,997.60","2,997.60","2,981.20",-,-0.49%
"May 26, 2003","2,997.60","2,997.30","2,997.70","2,987.00",-,0.01%
"May 23, 2003","2,997.30","2,965.60","3,004.30","2,965.60",-,1.07%
"May 22, 2003","2,965.60","2,942.80","2,966.10","2,942.80",-,0.77%
"May 21, 2003","2,942.80","2,935.70","2,945.90","2,934.70",-,0.24%
"May 20, 2003","2,935.70","2,948.60","2,948.60","2,917.90",-,-0.44%
"May 19, 2003","2,948.60","2,951.90","2,953.20","2,941.10",-,-0.09%
"May 16, 2003","2,951.30","2,958.40","2,959.90","2,945.20",-,-0.24%
"May 15, 2003","2,958.40","2,970.80","2,970.80","2,942.60",-,-0.42%
"May 14, 2003","2,970.80","2,981.40","2,990.20","2,965.50",-,-0.36%
"May 13, 2003","2,981.40","2,976.10","2,994.60","2,976.10",-,0.18%
"May 12, 2003","2,976.10","2,956.00","2,984.70","2,956.00",-,0.68%
"May 09, 2003","2,956.00","2,956.20","2,956.20","2,936.30",-,-0.01%
"May 08, 2003","2,956.20","2,975.70","2,975.70","2,946.70",-,-0.66%
"May 07, 2003","2,975.70","2,968.00","2,990.10","2,968.00",-,0.26%
"May 06, 2003","2,968.00","2,977.40","2,977.40","2,965.50",-,-0.32%
"May 05, 2003","2,977.40","2,975.40","2,979.90","2,957.10",-,0.07%
"May 02, 2003","2,975.40","3,003.60","3,003.60","2,971.00",-,-0.94%
"May 01, 2003","3,003.60","3,007.50","3,009.40","2,988.80",-,-0.13%
"Apr 30, 2003","3,007.50","3,011.20","3,023.70","2,999.20",-,-0.12%
"Apr 29, 2003","3,011.20","2,974.50","3,012.00","2,974.50",-,1.23%
"Apr 28, 2003","2,974.50","3,001.90","3,001.90","2,969.60",-,-0.91%
"Apr 24, 2003","3,001.90","3,005.00","3,006.00","2,996.30",-,-0.10%
"Apr 23, 2003","3,005.00","2,980.40","3,011.90","2,980.40",-,0.83%
"Apr 22, 2003","2,980.40","2,953.20","2,982.90","2,953.20",-,0.92%
"Apr 17, 2003","2,953.20","2,979.80","2,979.80","2,944.40",-,-0.89%
"Apr 16, 2003","2,979.80","2,968.80","2,985.10","2,968.80",-,0.37%
"Apr 15, 2003","2,968.80","2,940.90","2,968.80","2,940.90",-,0.95%
"Apr 14, 2003","2,940.90","2,949.00","2,956.30","2,932.50",-,-0.27%
"Apr 11, 2003","2,949.00","2,945.10","2,957.20","2,935.70",-,0.13%
"Apr 10, 2003","2,945.10","2,950.50","2,950.50","2,924.30",-,-0.18%
"Apr 09, 2003","2,950.50","2,978.80","2,978.80","2,948.90",-,-0.95%
"Apr 08, 2003","2,978.80","2,979.40","2,984.40","2,957.60",-,-0.02%
"Apr 07, 2003","2,979.40","2,933.50","2,981.90","2,933.50",-,1.56%
"Apr 04, 2003","2,933.50","2,908.60","2,933.50","2,897.60",-,0.86%
"Apr 03, 2003","2,908.60","2,882.30","2,922.60","2,882.30",-,0.91%
"Apr 02, 2003","2,882.30","2,882.20","2,913.10","2,882.20",-,0.00%
"Apr 01, 2003","2,882.20","2,885.20","2,897.70","2,865.90",-,-0.10%
"Mar 31, 2003","2,885.20","2,897.70","2,897.70","2,882.20",-,-0.43%
"Mar 28, 2003","2,897.70","2,892.50","2,911.90","2,877.20",-,0.18%
"Mar 27, 2003","2,892.50","2,892.10","2,900.90","2,879.20",-,0.01%
"Mar 26, 2003","2,892.10","2,854.40","2,892.30","2,854.40",-,1.32%
"Mar 25, 2003","2,854.40","2,858.50","2,858.50","2,829.00",-,-0.14%
"Mar 24, 2003","2,858.50","2,866.70","2,879.80","2,851.00",-,-0.29%
"Mar 21, 2003","2,866.70","2,866.10","2,876.70","2,852.80",-,0.02%
"Mar 20, 2003","2,866.10","2,846.70","2,882.70","2,845.30",-,0.68%
"Mar 19, 2003","2,846.70","2,835.10","2,860.30","2,832.70",-,0.41%
"Mar 18, 2003","2,835.10","2,739.10","2,835.30","2,739.10",-,3.50%
"Mar 17, 2003","2,739.10","2,753.10","2,760.60","2,727.70",-,-0.51%
"Mar 14, 2003","2,753.10","2,700.40","2,760.90","2,700.40",-,1.95%
"Mar 13, 2003","2,700.40","2,718.40","2,718.40","2,693.30",-,-0.66%
"Mar 12, 2003","2,718.40","2,723.20","2,726.30","2,702.70",-,-0.18%
"Mar 11, 2003","2,723.20","2,741.40","2,741.40","2,702.40",-,-0.66%
"Mar 10, 2003","2,741.40","2,746.20","2,757.70","2,740.80",-,-0.09%
"Mar 07, 2003","2,744.00","2,776.00","2,776.00","2,740.70",-,-1.15%
"Mar 06, 2003","2,776.00","2,776.00","2,791.40","2,775.30",-,0.00%
"Mar 05, 2003","2,776.00","2,813.10","2,813.10","2,776.00",-,-1.32%
"Mar 04, 2003","2,813.00","2,816.90","2,817.50","2,799.10",-,-0.13%
"Mar 03, 2003","2,816.80","2,800.90","2,820.00","2,792.60",-,0.57%
"Feb 28, 2003","2,800.90","2,796.20","2,828.70","2,794.40",-,0.17%
"Feb 27, 2003","2,796.20","2,825.40","2,825.40","2,796.20",-,-1.09%
"Feb 26, 2003","2,826.90","2,799.00","2,826.90","2,797.60",-,1.00%
"Feb 25, 2003","2,799.00","2,853.60","2,853.90","2,799.00",-,-1.99%
"Feb 24, 2003","2,855.90","2,820.20","2,862.70","2,820.20",-,1.27%
"Feb 21, 2003","2,820.20","2,819.10","2,829.00","2,796.30",-,0.04%
"Feb 20, 2003","2,819.10","2,864.70","2,864.70","2,819.10",-,-1.59%
"Feb 19, 2003","2,864.70","2,844.70","2,873.50","2,844.70",-,0.70%
"Feb 18, 2003","2,844.70","2,844.10","2,860.20","2,841.70",-,0.02%
"Feb 17, 2003","2,844.10","2,817.20","2,846.40","2,817.20",-,0.95%
"Feb 14, 2003","2,817.20","2,835.40","2,835.60","2,807.50",-,-0.64%
"Feb 13, 2003","2,835.40","2,884.50","2,884.50","2,832.60",-,-1.70%
"Feb 12, 2003","2,884.50","2,879.00","2,896.30","2,873.60",-,0.19%
"Feb 11, 2003","2,879.00","2,890.20","2,900.30","2,875.00",-,-0.39%
"Feb 10, 2003","2,890.20","2,906.00","2,906.00","2,883.70",-,-0.54%
"Feb 07, 2003","2,906.00","2,886.20","2,906.00","2,882.60",-,0.69%
"Feb 06, 2003","2,886.20","2,918.70","2,920.80","2,886.20",-,-1.11%
"Feb 05, 2003","2,918.70","2,946.60","2,946.60","2,913.10",-,-0.95%
"Feb 04, 2003","2,946.60","2,942.60","2,969.20","2,942.60",-,0.14%
"Feb 03, 2003","2,942.60","2,956.90","2,962.70","2,942.60",-,-0.48%
"Jan 31, 2003","2,956.90","2,964.20","2,964.20","2,929.10",-,-0.25%
"Jan 30, 2003","2,964.20","2,951.70","2,966.50","2,947.40",-,0.42%
"Jan 29, 2003","2,951.70","2,964.40","2,981.00","2,951.70",-,-0.43%
"Jan 28, 2003","2,964.40","3,026.20","3,026.20","2,953.90",-,-2.04%
"Jan 24, 2003","3,026.20","3,024.00","3,030.10","3,017.40",-,0.07%
"Jan 23, 2003","3,024.00","3,025.90","3,027.40","3,018.90",-,-0.06%
"Jan 22, 2003","3,025.90","3,051.50","3,051.50","3,022.20",-,-0.84%
"Jan 21, 2003","3,051.50","3,055.80","3,061.90","3,050.00",-,-0.14%
"Jan 20, 2003","3,055.80","3,049.00","3,061.60","3,041.40",-,0.13%
"Jan 17, 2003","3,051.70","3,056.30","3,066.00","3,051.30",-,-0.15%
"Jan 16, 2003","3,056.30","3,077.00","3,077.00","3,054.00",-,-0.67%
"Jan 15, 2003","3,077.00","3,075.80","3,083.70","3,072.70",-,0.04%
"Jan 14, 2003","3,075.80","3,069.40","3,084.80","3,063.60",-,0.21%
"Jan 13, 2003","3,069.40","3,063.60","3,075.40","3,058.90",-,0.19%
"Jan 10, 2003","3,063.60","3,064.90","3,079.80","3,052.20",-,-0.04%
"Jan 09, 2003","3,064.90","3,074.70","3,074.70","3,053.80",-,-0.32%
"Jan 08, 2003","3,074.70","3,074.50","3,086.90","3,069.40",-,0.01%
"Jan 07, 2003","3,074.50","3,075.40","3,094.10","3,070.40",-,-0.03%
"Jan 06, 2003","3,075.40","3,051.80","3,084.70","3,051.80",-,0.65%
"Jan 03, 2003","3,055.50","3,027.60","3,055.90","3,027.60",-,0.92%
"Jan 02, 2003","3,027.60","3,007.10","3,028.90","2,999.90",-,0.68%
"Dec 31, 2002","3,007.10","2,992.70","3,010.90","2,991.70",-,0.48%
"Dec 30, 2002","2,992.70","3,027.20","3,027.20","2,987.80",-,-1.14%
"Dec 27, 2002","3,027.20","3,032.80","3,032.80","3,023.70",-,-0.18%
"Dec 24, 2002","3,032.80","3,033.50","3,037.80","3,028.50",-,-0.02%
"Dec 23, 2002","3,033.50","3,011.40","3,035.70","3,009.80",-,0.73%
"Dec 20, 2002","3,011.40","2,989.10","3,019.60","2,984.80",-,0.75%
"Dec 19, 2002","2,989.10","2,986.50","2,994.80","2,972.60",-,0.09%
"Dec 18, 2002","2,986.50","2,986.70","2,989.30","2,977.30",-,-0.01%
"Dec 17, 2002","2,986.70","2,949.90","2,991.40","2,949.90",-,1.25%
"Dec 16, 2002","2,949.90","2,971.30","2,971.30","2,945.90",-,-0.72%
"Dec 13, 2002","2,971.30","2,987.80","2,987.80","2,957.90",-,-0.55%
"Dec 12, 2002","2,987.80","2,969.70","2,987.80","2,969.70",-,0.61%
"Dec 11, 2002","2,969.70","2,990.80","3,001.80","2,961.80",-,-0.71%
"Dec 10, 2002","2,990.80","3,023.50","3,023.50","2,990.80",-,-1.08%
"Dec 09, 2002","3,023.50","3,028.40","3,054.40","3,023.50",-,-0.13%
"Dec 06, 2002","3,027.30","3,040.50","3,040.50","3,017.20",-,-0.43%
"Dec 05, 2002","3,040.50","3,027.20","3,048.80","3,026.90",-,0.44%
"Dec 04, 2002","3,027.20","3,072.60","3,072.60","3,022.60",-,-1.48%
"Dec 03, 2002","3,072.60","3,083.80","3,083.80","3,059.70",-,-0.36%
"Dec 02, 2002","3,083.80","3,061.40","3,083.80","3,056.00",-,0.73%
"Nov 29, 2002","3,061.40","3,043.50","3,061.40","3,040.20",-,0.59%
"Nov 28, 2002","3,043.50","3,005.20","3,049.00","3,005.20",-,1.27%
"Nov 27, 2002","3,005.20","3,015.40","3,015.40","2,997.40",-,-0.34%
"Nov 26, 2002","3,015.40","3,041.30","3,041.30","3,014.70",-,-0.85%
"Nov 25, 2002","3,041.30","3,035.20","3,044.40","3,015.20",-,0.18%
"Nov 22, 2002","3,035.80","3,021.90","3,042.20","3,021.90",-,0.46%
"Nov 21, 2002","3,021.90","3,007.80","3,024.10","3,003.00",-,0.47%
"Nov 20, 2002","3,007.80","2,989.70","3,007.80","2,978.60",-,0.61%
"Nov 19, 2002","2,989.70","2,999.70","3,001.90","2,987.80",-,-0.33%
"Nov 18, 2002","2,999.70","3,006.80","3,010.40","2,995.40",-,-0.17%
"Nov 15, 2002","3,004.90","2,962.20","3,005.60","2,962.20",-,1.44%
"Nov 14, 2002","2,962.20","2,971.00","2,987.00","2,959.40",-,-0.30%
"Nov 13, 2002","2,971.00","2,982.50","2,986.60","2,964.90",-,-0.39%
"Nov 12, 2002","2,982.50","2,972.90","2,984.00","2,950.70",-,0.32%
"Nov 11, 2002","2,972.90","3,008.80","3,008.80","2,969.90",-,-1.19%
"Nov 08, 2002","3,008.80","3,038.90","3,040.80","3,008.60",-,-0.99%
"Nov 07, 2002","3,038.90","3,075.50","3,075.50","3,033.20",-,-1.19%
"Nov 06, 2002","3,075.50","3,050.20","3,079.70","3,050.20",-,0.83%
"Nov 05, 2002","3,050.20","3,054.80","3,069.30","3,045.80",-,-0.15%
"Nov 04, 2002","3,054.80","3,010.30","3,060.30","3,010.30",-,1.48%
"Nov 01, 2002","3,010.30","3,042.90","3,042.90","3,009.40",-,-1.07%
"Oct 31, 2002","3,042.90","3,006.20","3,042.90","3,004.30",-,1.22%
"Oct 30, 2002","3,006.20","3,011.30","3,011.30","2,994.00",-,-0.17%
"Oct 29, 2002","3,011.30","3,033.90","3,034.30","3,008.60",-,-0.80%
"Oct 28, 2002","3,035.60","3,010.30","3,038.60","3,010.30",-,0.88%
"Oct 25, 2002","3,009.20","3,023.60","3,023.60","2,996.00",-,-0.48%
"Oct 24, 2002","3,023.60","3,031.90","3,043.00","3,023.20",-,-0.27%
"Oct 23, 2002","3,031.90","3,003.00","3,032.30","3,000.80",-,0.96%
"Oct 22, 2002","3,003.00","2,990.20","3,019.70","2,990.20",-,0.43%
"Oct 21, 2002","2,990.20","3,010.60","3,011.70","2,986.40",-,-0.68%
"Oct 18, 2002","3,010.60","2,989.80","3,028.40","2,989.80",-,0.70%
"Oct 17, 2002","2,989.80","2,993.80","3,001.70","2,968.60",-,-0.13%
"Oct 16, 2002","2,993.80","2,994.90","3,024.00","2,984.90",-,-0.04%
"Oct 15, 2002","2,994.90","2,959.80","2,994.90","2,957.50",-,1.19%
"Oct 14, 2002","2,959.80","2,924.60","2,965.50","2,924.60",-,1.20%
"Oct 11, 2002","2,924.60","2,896.60","2,929.70","2,896.60",-,0.97%
"Oct 10, 2002","2,896.60","2,912.70","2,912.70","2,883.50",-,-0.55%
"Oct 09, 2002","2,912.70","2,946.00","2,952.90","2,908.80",-,-1.13%
"Oct 08, 2002","2,946.00","2,940.00","2,954.70","2,933.30",-,0.20%
"Oct 07, 2002","2,940.00","2,986.20","2,986.20","2,940.00",-,-1.72%
"Oct 04, 2002","2,991.60","2,999.30","3,000.40","2,983.60",-,-0.26%
"Oct 03, 2002","2,999.30","2,998.20","2,999.50","2,983.80",-,0.04%
"Oct 02, 2002","2,998.20","2,987.20","3,018.00","2,987.20",-,0.37%
"Oct 01, 2002","2,987.20","2,970.90","2,989.20","2,959.80",-,0.55%
"Sep 30, 2002","2,970.90","3,001.10","3,001.10","2,953.20",-,-1.26%
"Sep 27, 2002","3,008.90","2,988.70","3,022.20","2,988.70",-,0.68%
"Sep 26, 2002","2,988.70","2,991.10","3,017.80","2,987.20",-,-0.08%
"Sep 25, 2002","2,991.10","3,033.30","3,033.30","2,989.00",-,-1.39%
"Sep 24, 2002","3,033.30","3,046.70","3,046.70","3,018.70",-,-0.44%
"Sep 23, 2002","3,046.70","3,070.20","3,070.20","3,046.20",-,-0.88%
"Sep 20, 2002","3,073.60","3,090.70","3,090.70","3,062.30",-,-0.55%
"Sep 19, 2002","3,090.70","3,120.30","3,120.30","3,086.90",-,-0.95%
"Sep 18, 2002","3,120.30","3,156.70","3,156.70","3,111.40",-,-1.15%
"Sep 17, 2002","3,156.70","3,125.70","3,156.70","3,125.70",-,0.99%
"Sep 16, 2002","3,125.70","3,130.60","3,137.60","3,121.80",-,-0.16%
"Sep 13, 2002","3,130.60","3,142.10","3,142.10","3,115.00",-,-0.37%
"Sep 12, 2002","3,142.10","3,148.00","3,149.20","3,138.80",-,-0.19%
"Sep 11, 2002","3,148.00","3,110.10","3,148.00","3,110.10",-,1.22%
"Sep 10, 2002","3,110.10","3,119.60","3,121.00","3,106.90",-,-0.30%
"Sep 09, 2002","3,119.60","3,089.50","3,123.00","3,089.50",-,0.97%
"Sep 06, 2002","3,089.50","3,113.50","3,113.50","3,079.90",-,-0.77%
"Sep 05, 2002","3,113.50","3,093.20","3,122.20","3,093.20",-,0.66%
"Sep 04, 2002","3,093.20","3,143.20","3,143.20","3,090.40",-,-1.59%
"Sep 03, 2002","3,143.20","3,131.00","3,143.20","3,125.40",-,0.39%
"Sep 02, 2002","3,131.00","3,122.30","3,132.10","3,112.60",-,0.35%
"Aug 30, 2002","3,120.10","3,130.80","3,137.50","3,117.70",-,-0.34%
"Aug 29, 2002","3,130.80","3,137.70","3,137.70","3,115.50",-,-0.22%
"Aug 28, 2002","3,137.70","3,160.30","3,167.00","3,137.70",-,-0.72%
"Aug 27, 2002","3,160.30","3,176.90","3,191.00","3,160.30",-,-0.52%
"Aug 26, 2002","3,176.90","3,180.80","3,180.80","3,157.40",-,-0.24%
"Aug 23, 2002","3,184.50","3,195.70","3,202.90","3,176.40",-,-0.35%
"Aug 22, 2002","3,195.70","3,164.30","3,198.40","3,164.30",-,0.99%
"Aug 21, 2002","3,164.30","3,176.70","3,180.20","3,155.10",-,-0.39%
"Aug 20, 2002","3,176.70","3,148.20","3,184.30","3,148.20",-,0.91%
"Aug 19, 2002","3,148.20","3,133.30","3,157.30","3,132.70",-,0.48%
"Aug 16, 2002","3,133.30","3,128.00","3,147.90","3,128.00",-,0.17%
"Aug 15, 2002","3,128.00","3,096.20","3,132.60","3,096.20",-,1.03%
"Aug 14, 2002","3,096.20","3,110.30","3,110.30","3,086.10",-,-0.45%
"Aug 13, 2002","3,110.30","3,103.80","3,115.50","3,090.00",-,0.21%
"Aug 12, 2002","3,103.80","3,113.30","3,118.20","3,101.50",-,-0.10%
"Aug 09, 2002","3,106.80","3,077.10","3,122.20","3,077.10",-,0.97%
"Aug 08, 2002","3,077.10","3,051.00","3,077.10","3,048.80",-,0.86%
"Aug 07, 2002","3,051.00","2,985.60","3,052.90","2,985.60",-,2.19%
"Aug 06, 2002","2,985.60","3,009.20","3,009.20","2,955.70",-,-0.78%
"Aug 05, 2002","3,009.20","3,048.90","3,048.90","3,009.20",-,-1.46%
"Aug 02, 2002","3,053.90","3,077.30","3,077.30","3,037.50",-,-0.76%
"Aug 01, 2002","3,077.30","3,086.20","3,092.00","3,070.90",-,-0.29%
"Jul 31, 2002","3,086.20","3,083.80","3,100.90","3,076.70",-,0.08%
"Jul 30, 2002","3,083.80","3,035.20","3,094.60","3,035.20",-,1.60%
"Jul 29, 2002","3,035.20","2,989.50","3,042.90","2,989.10",-,1.53%
"Jul 26, 2002","2,989.50","3,042.40","3,042.40","2,982.10",-,-1.74%
"Jul 25, 2002","3,042.40","3,017.20","3,072.70","3,017.20",-,0.84%
"Jul 24, 2002","3,017.20","3,088.60","3,088.60","3,004.80",-,-2.31%
"Jul 23, 2002","3,088.60","3,089.40","3,096.60","3,056.50",-,-0.03%
"Jul 22, 2002","3,089.40","3,092.10","3,092.10","3,034.70",-,-0.64%
"Jul 19, 2002","3,109.20","3,152.30","3,154.20","3,104.90",-,-1.37%
"Jul 18, 2002","3,152.30","3,122.20","3,153.90","3,122.20",-,0.96%
"Jul 17, 2002","3,122.20","3,157.70","3,157.70","3,119.10",-,-1.12%
"Jul 16, 2002","3,157.70","3,196.90","3,196.90","3,156.10",-,-0.93%
"Jul 15, 2002","3,187.30","3,196.90","3,196.90","3,181.70",-,-0.30%
"Jul 12, 2002","3,196.90","3,192.40","3,207.20","3,184.80",-,0.14%
"Jul 11, 2002","3,192.40","3,226.20","3,226.20","3,183.00",-,-1.05%
"Jul 10, 2002","3,226.20","3,258.40","3,258.40","3,225.40",-,-0.99%
"Jul 09, 2002","3,258.40","3,233.70","3,259.00","3,231.90",-,0.76%
"Jul 08, 2002","3,233.70","3,214.80","3,250.50","3,214.80",-,0.59%
"Jul 05, 2002","3,214.80","3,208.70","3,219.60","3,190.60",-,0.19%
"Jul 04, 2002","3,208.70","3,185.90","3,208.70","3,182.50",-,0.72%
"Jul 03, 2002","3,185.90","3,212.10","3,212.10","3,181.30",-,-0.82%
"Jul 02, 2002","3,212.10","3,227.90","3,228.90","3,198.80",-,-0.49%
"Jul 01, 2002","3,227.90","3,216.00","3,229.90","3,208.30",-,0.37%
"Jun 28, 2002","3,216.00","3,212.90","3,224.60","3,209.20",-,0.10%
"Jun 27, 2002","3,212.90","3,179.40","3,219.50","3,179.40",-,1.05%
"Jun 26, 2002","3,179.40","3,227.30","3,227.60","3,174.00",-,-1.48%
"Jun 25, 2002","3,227.30","3,235.30","3,242.00","3,221.90",-,-0.25%
"Jun 24, 2002","3,235.30","3,247.60","3,247.60","3,229.00",-,-0.52%
"Jun 21, 2002","3,252.20","3,279.60","3,279.60","3,242.90",-,-0.84%
"Jun 20, 2002","3,279.60","3,279.90","3,283.60","3,255.10",-,-0.01%
"Jun 19, 2002","3,279.90","3,311.90","3,312.80","3,279.90",-,-0.97%
"Jun 18, 2002","3,311.90","3,299.70","3,322.60","3,299.70",-,0.37%
"Jun 17, 2002","3,299.70","3,293.10","3,302.20","3,285.90",-,0.17%
"Jun 14, 2002","3,294.10","3,313.60","3,315.90","3,294.10",-,-0.59%
"Jun 13, 2002","3,313.60","3,327.90","3,338.30","3,311.10",-,-0.43%
"Jun 12, 2002","3,327.90","3,328.50","3,336.70","3,318.80",-,-0.02%
"Jun 11, 2002","3,328.50","3,342.80","3,349.00","3,325.30",-,-0.43%
"Jun 07, 2002","3,342.80","3,344.30","3,344.30","3,325.00",-,-0.04%
"Jun 06, 2002","3,344.30","3,350.20","3,354.30","3,337.30",-,-0.18%
"Jun 05, 2002","3,350.20","3,347.10","3,355.90","3,346.70",-,0.09%
"Jun 04, 2002","3,347.10","3,375.60","3,375.60","3,346.20",-,-0.84%
"Jun 03, 2002","3,375.60","3,373.60","3,388.20","3,370.10",-,0.06%
"May 31, 2002","3,373.60","3,387.10","3,387.10","3,353.30",-,-0.40%
"May 30, 2002","3,387.10","3,381.20","3,391.40","3,377.70",-,0.17%
"May 29, 2002","3,381.20","3,385.90","3,385.90","3,373.70",-,-0.14%
"May 28, 2002","3,385.90","3,381.60","3,385.90","3,374.70",-,0.13%
"May 27, 2002","3,381.60","3,387.10","3,393.30","3,378.50",-,-0.16%
"May 24, 2002","3,387.10","3,373.50","3,389.50","3,373.50",-,0.40%
"May 23, 2002","3,373.50","3,389.80","3,389.80","3,368.50",-,-0.48%
"May 22, 2002","3,389.80","3,376.90","3,392.20","3,373.90",-,0.38%
"May 21, 2002","3,376.90","3,393.30","3,393.50","3,373.50",-,-0.48%
"May 20, 2002","3,393.30","3,412.60","3,412.60","3,392.80",-,-0.57%
"May 17, 2002","3,412.60","3,395.30","3,420.00","3,394.70",-,0.51%
"May 16, 2002","3,395.30","3,376.10","3,403.50","3,376.10",-,0.57%
"May 15, 2002","3,376.10","3,314.30","3,376.20","3,314.30",-,1.86%
"May 14, 2002","3,314.30","3,302.50","3,316.30","3,302.50",-,0.36%
"May 13, 2002","3,302.50","3,330.90","3,331.20","3,295.90",-,-0.85%
"May 10, 2002","3,330.90","3,338.50","3,341.60","3,320.50",-,-0.23%
"May 09, 2002","3,338.50","3,339.90","3,363.10","3,334.80",-,-0.04%
"May 08, 2002","3,339.90","3,325.00","3,346.20","3,324.70",-,0.45%
"May 07, 2002","3,325.00","3,345.40","3,345.40","3,321.40",-,-0.61%
"May 06, 2002","3,345.40","3,366.90","3,366.90","3,337.40",-,-0.61%
"May 03, 2002","3,366.00","3,362.30","3,368.30","3,359.30",-,0.11%
"May 02, 2002","3,362.30","3,360.40","3,368.80","3,353.40",-,0.06%
"May 01, 2002","3,360.40","3,350.00","3,365.70","3,348.10",-,0.31%
"Apr 30, 2002","3,350.00","3,352.80","3,353.70","3,337.50",-,-0.08%
"Apr 29, 2002","3,352.80","3,376.70","3,376.70","3,351.10",-,-0.78%
"Apr 26, 2002","3,379.10","3,373.60","3,384.20","3,370.80",-,0.16%
"Apr 24, 2002","3,373.60","3,403.90","3,403.90","3,370.30",-,-0.89%
"Apr 23, 2002","3,403.90","3,414.10","3,414.10","3,397.50",-,-0.30%
"Apr 22, 2002","3,414.10","3,407.30","3,424.60","3,405.80",-,0.20%
